餐厅名称,餐厅号,订单号,工作流程编号,订单日期/退款日期,订单接受时间,用餐模式,订餐渠道,订单状态,餐点销售额（不含税费）,餐点销售额的税费,费用调整（不含税费）,调整金额的税费,餐点销售额的消费税/统一销售税,餐点销售额的省销售税,餐点销售额的魁北克销售税,餐点销售额的零售销售税,已使用优惠,餐点优惠额税款,派送优惠金额,派送优惠金额的税费,营销服务费调整,小计,派送费,派送费与高需求区域费用的税费,派送费的消费税/统一销售税,派送费的省销售税,派送费的魁北克销售税,派送费的零售销售税,打包费,订单总金额（含税费）,派送费用（不含税费）,派送费用的税费,派送费用的消费税/统一销售税,派送费用的省销售税,派送费用的魁北克销售税,派送费用的零售销售税,派送总费用（含税费）,优步服务费,优步服务费优惠,Tax on Uber Service Fee,GST / HST on Uber Service Fee,PST on Uber Service Fee,QST on Uber Service Fee,RST on Uber Service Fee,广告支出的消费税/统一销售税,广告支出的销售税,广告消费金的消费税/统一销售税,广告消费金的销售税,派送利润,小费,杂项费用说明,杂项费用,平台促进者税费,净收入,收入付款日期,收入付款状态,发票（优步给餐厅开具）链接,发票（派送员给餐厅开具）链接,发票（餐厅给顾客开具）链接,收入付款参考编号
Haidilao Hotpot Restaurant 海底捞 (Richmond),,,,,,,未知,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-0.76,0,0,0,0,0,广告支出,-15.19,0,-15.95,,,,,,
Haidilao Hotpot Restaurant 海底捞 (Richmond),,,,,,,未知,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-0.65,0,0,0,0,0,广告支出,-12.95,0,-13.6,,,,,,
